District,Name,Phone,WhatsApp,Address,Place,Category,Subcategory,Latitude,Longitude,JustDial URL
Kollam,Sarathy Motors,+(91)-8606240765,,Bharanikkavu Temple Road,Bharanikkavu Temple Road,Second Hand Car Dealers,,8.876296,76.6146163,https://www.justdial.com/Kollam/Sarathy-Motors/9999PX474.X474.180810232451.K4X5
Kollam,True Value,+(91)-8359071818,,Karikkam Road Kottarakara,Kottarakara,Second Hand Car Dealers-Maruti Suzuki,,8.9928781,76.793314,https://www.justdial.com/Kollam/True-Value/9999PX474.X474.171128104821.H1G8
Kollam,True Value - Sarathy Auto Cars,+(91)-9847073365,,Bypass Road Thattamala,Thattamala,Second Hand Car Dealers-Maruti Suzuki,,8.8717819,76.6423968,https://www.justdial.com/Kollam/True-Value---Sarathy-Auto-Cars/9999PX474.X474.230519024042.A3H2
Kottayam,AVG Motors,+(91)-7510272222,,Kottayam Collectorate,Kottayam Collectorate,Car Dealers,,9.5830066,76.5285838,https://www.justdial.com/Kottayam/AVG-Motors/9999PX481.X481.100725205049.G8C1
Kottayam,Avg Motors Pvt Ltd,+(91)-9947013000,,Baker Junction Baker Hill,Baker Hill,Car Dealers,Car Dealers,9.5928515,76.5220791,https://www.justdial.com/Kottayam/Avg-Motors-Pvt-Ltd/9999PMULBLRSTD1000025
Kottayam,Changanacherry Auto Links,+(91)-9980688697,,M.C ROAD Changanacherry,Changanacherry,Second Hand Car Dealers-Chevrolet,,9.452351837453,76.536887930452,https://www.justdial.com/Kottayam/Changanacherry-Auto-Links/9999PX481.X481.160705130643.H4R3
Kottayam,Chinnoos Cars,+(91)-8488069178,,Pala- Kottayam Road Kummannoor,Kummannoor,Second Hand Car Dealers-Ford,,9.6894345,76.6261085,https://www.justdial.com/Kottayam/Chinnoos-Cars/9999PX481.X481.210726124348.X2P7
Kottayam,Evm Nissan,+(91)-8111880790,,Mc Road Thellakom,Thellakom,Car Dealers,Car Dealers,9.6368597,76.5441719,https://www.justdial.com/Kottayam/Evm-Nissan/9999PX481.X481.120913104012.C3B8
Kottayam,H Promise,+(91)-9895705243,,Thellakam Thellakom,Thellakom,Second Hand Car Dealers,,9.6339725,76.5436615,https://www.justdial.com/Kottayam/H-Promise/9999PX481.X481.221119020932.A6J2
Kottayam,Incheon Kia,+(91)-8111879008,,Ettumanoor Road Thellakom,Thellakom,Car Dealers-Kia,Car Dealers-Kia,9.6383173,76.5441912,https://www.justdial.com/Kottayam/Incheon-Kia/9999PX481.X481.190802145904.C2J6
Kottayam,Kairali Ford,+(91)-9961909962,,Sh Nattassery S H Mount,Nattassery S H Mount,Car Dealers-Ford,,9.601328,76.5319339,https://www.justdial.com/Kottayam/Kairali-Ford/9999PX481.X481.181009084325.K8X2
Kottayam,Luxon Tata,+(91)-7511160000,,Kanjirappally Palampra,Palampra,Car Dealers,Car Dealers,9.5620322,76.8130379,https://www.justdial.com/Kottayam/Luxon-Tata/9999PX481.X481.240118023009.N7Z4
Kottayam,Popular Hyundai,+(91)-7356404222,,Adichira Junction Thellakom,Thellakom,Second Hand Car Dealers,,9.6339799,76.5437145,https://www.justdial.com/Kottayam/Popular-Hyundai/9999PX481.X481.180627173937.C4V4
Kottayam,Popular Vehicles & Services,+(91)-8086072463,,Nattassery S H Mount,Nattassery S H Mount,Second Hand Car Dealers,,9.6092652,76.5329099,https://www.justdial.com/Kottayam/Popular-Vehicles-&-Services/9999PX481.X481.160122180043.Z9I2
Kottayam,Popular Vehicles & Services Ltd,+(91)-8086072481,,Paika Road Palai,Palai,Car Dealers,,9.696687,76.6859446,https://www.justdial.com/Kottayam/Popular-Vehicles-&-Services-Ltd/9999PX481.X481.180424103541.A3F4
Kottayam,Renault Nattakom,+(91)-8111995933,,MC Road Nattakom,Nattakom,Car Dealers,Car Dealers,9.5467076,76.5130477,https://www.justdial.com/Kottayam/Renault-Nattakom/9999PX481.X481.181014072730.S8K8
Kottayam,True Value - Popular Vehicles & Services Pvt Ltd,+(91)-9846063013,,Kumaranalloor,Kumaranalloor,Second Hand Car Dealers-Maruti Suzuki,,9.6092483,76.5329477,https://www.justdial.com/Kottayam/True-Value---Popular-Vehicles-&-Services-Pvt-Ltd/9999PX481.X481.230112122518.Q6Y3
Kozhikode,Amana Toyota,+(91)-9895761121,,NH 17 Kolathara,Kolathara,Car Dealers,,11.198916972222,75.817272,https://www.justdial.com/Kozhikode/Amana-Toyota/0495PX495.X495.001177672353.M6Z8
Kozhikode,Apco Hyundai,+(91)-9388338834,,Mini Bypass Road Puthiyara,Puthiyara,Car Dealers-Hyundai,Car Dealers-Hyundai,11.2511886,75.7976314,https://www.justdial.com/Kozhikode/Apco-Hyundai/0495PX495.X495.090911125346.R6Y6DC
Kozhikode,Auto Venture,+(91)-9048859720,,NH 766 Koduvalli,Koduvalli,Second Hand Car Dealers,,11.348889,75.901528,https://www.justdial.com/Kozhikode/Auto-Venture/0495PX495.X495.191226122318.A1N8
Kozhikode,AUTOGEMS,+(91)-8511902637,,KOYILANDY Arangadath,Arangadath,Second Hand Car Dealers,,11.4197937,75.7084959,https://www.justdial.com/Kozhikode/AUTOGEMS/0495PX495.X495.260420071837.P4L7
Kozhikode,Carfin Cars,+(91)-8488905670,,East Nadakkavu Eranhipalam,Eranhipalam,Second Hand Car Dealers-Ford,,11.2604083,75.7915383,https://www.justdial.com/Kozhikode/Carfin-Cars/0495PX495.X495.100717150226.A8V5
Kozhikode,Carino Maruti Suzuki Arena,+(91)-7592898888,,National Highway 66 Pavangad,Pavangad,Car Dealers-Maruti Suzuki (Authorised),Car Dealers-Maruti Suzuki (Authorised),11.3179084,75.7532917,https://www.justdial.com/Kozhikode/Carino-Maruti-Suzuki-Arena/0495PX495.X495.180208074041.N7K7
Kozhikode,KVR HPromise,+(91)-7559999555,,Kozhikode Kerala West Hill,West Hill,Second Hand Car Dealers,,11.2889591,75.7618593,https://www.justdial.com/Kozhikode/KVR-HPromise/0495PX495.X495.220611225918.W3Q6
Kozhikode,KVR Hyundai,+(91)-7947190324,,Kannur Road West Hill,West Hill,Car Dealers,,11.280207,75.770420972222,https://www.justdial.com/Kozhikode/KVR-Hyundai/0495PX495.X495.171101153205.M8U5
Kozhikode,Meracars,+(91)-8460377531,,Kannur Road Athanikkal,Athanikkal,Car Dealers,,11.2975625,75.7636875,https://www.justdial.com/Kozhikode/Meracars/0495PX495.X495.240406062516.G8R1
Kozhikode,Motorwagon,+(91)-8904607882,,Elathur,Elathur,Second Hand Car Dealers,,11.318458555556,75.752746555556,https://www.justdial.com/Kozhikode/Motorwagon/0495PX495.X495.211126142316.T5K6
Kozhikode,Nexa Ramanattukara,+(91)-8105453701,,Chungam Feroke,Feroke,Car Dealers,Car Dealers,11.182294444444,75.847472222222,https://www.justdial.com/Kozhikode/Nexa-Ramanattukara/0495PX495.X495.260304093132.J2U2
Kozhikode,NEXA RAMANATTUKARA AM MOTORS,+(91)-7022123085,,Chungam Road Chungam,Chungam,Car Dealers,Car Dealers,11.18223955645,75.847426099643,https://www.justdial.com/Kozhikode/NEXA-RAMANATTUKARA-AM-MOTORS/0495PX495.X495.250524115542.L4Z5
Kozhikode,Popular Hyundai,+(91)-7994355999,,NH 17 Nallalam,Nallalam,Car Dealers-Hyundai,Car Dealers-Hyundai,11.2107251,75.8068401,https://www.justdial.com/Kozhikode/Popular-Hyundai/0495PX495.X495.130118161336.J5X1
Kozhikode,Services Unlimited,+(91)-9847003011,,Kannur Road Nadakkavu,Nadakkavu,Second Hand Car Dealers-Chevrolet,,11.260272121572,75.77756524086,https://www.justdial.com/Kozhikode/Services-Unlimited/0495PX495.X495.121011124211.Z7Z4
Kozhikode,Star Auto,+(91)-9895427353,,Poonoor,Poonoor,Car Dealers,Car Dealers,11.4352610017,75.9027412772,https://www.justdial.com/Kozhikode/Star-Auto/0495PX495.X495.091118140347.V5M2DC
Malappuram,A M Motors,+(91)-9895951111,,Byepass Road Manjeri,Manjeri,Car Dealers,,11.118937,76.112108,https://www.justdial.com/Malappuram/A-M-Motors/9999PX483.X483.100524151725.C6H3
Malappuram,A M Motors (Nexa Showroom),+(91)-9947172885,,Melmuri,Melmuri,Car Dealers-Maruti Suzuki,Car Dealers-Maruti Suzuki,11.0631855,76.0782601,https://www.justdial.com/Malappuram/A-M-Motors-(Nexa-Showroom)/9999PX483.X483.210925184001.S5V1
Malappuram,Aly Ford,+(91)-7593999939,,Panangagara Ramapuram,Ramapuram,Car Dealers,,10.994994,76.1499733,https://www.justdial.com/Malappuram/Aly-Ford/9999PX483.X483.170930121820.N9R7
Malappuram,CITY USED CARS,+(91)-9724759315,,NH VK PADI- KOLAPPURAM Mampuram,Mampuram,Second Hand Car Dealers,,11.065122950435,75.925946189677,https://www.justdial.com/Malappuram/CITY-USED-CARS/9999PX483.X483.221116143103.S3E6
Malappuram,DKH KIA,+(91)-9947445566,,Ramapuram,Ramapuram,Car Dealers,Car Dealers,10.99745,76.143576,https://www.justdial.com/Malappuram/DKH-KIA/9999PX483.X483.250319095036.R3D8
Malappuram,Evm Automobile,+(91)-8879974776,,School Padi Road Tirurkad,Tirurkad,Car Dealers,Car Dealers,10.990357,76.172585,https://www.justdial.com/Malappuram/Evm-Automobile/9999PX483.X483.191120033539.T7H6
Malappuram,KVR Auto Cars (Nexa Repair and Service),+(91)-8113020076,,Kuthukal Manjeri Kla,Manjeri Kla,Car Dealers,Car Dealers,11.1235964,76.1237489,https://www.justdial.com/Malappuram/KVR-Auto-Cars-(Nexa-Repair-and-Service)/9999PX483.X483.170605152415.T2X9
Malappuram,Kvr Autocars Pvt Ltd,+(91)-8113020106,,Angadipuram Tirurkad,Tirurkad,Car Dealers,Car Dealers,10.9838507,76.1881549,https://www.justdial.com/Malappuram/Kvr-Autocars-Pvt-Ltd/9999PX483.X483.171204220618.T1Y5
Malappuram,Kvr Automall P Ltd (Nexa Showroom),+(91)-8606997000,,Calicut Highway Angadipuram,Angadipuram,Car Dealers-Maruti Suzuki,Car Dealers-Maruti Suzuki,10.9770183,76.2199479,https://www.justdial.com/Malappuram/Kvr-Automall-P-Ltd-(Nexa-Showroom)/9999PX483.X483.180604112152.U7W4
Malappuram,Kvr Automotive Pvt Ltd,,,Konompara Muttipadi,Muttipadi,Car Dealers,Car Dealers,11.06469,76.078038,https://www.justdial.com/Malappuram/Kvr-Automotive-Pvt-Ltd/9999PX483.X483.240603120534.W3L5
Malappuram,MANUS CAR WORLD,+(91)-8401880195,,Valluvambram Valluvambram,Valluvambram,Second Hand Car Dealers,,11.127114929269,76.044416371804,https://www.justdial.com/Malappuram/MANUS-CAR-WORLD/9999PX483.X483.240120121329.Z4F4
Malappuram,MR Auto Consultant,+(91)-9995752663,,Vailathur Road Tanalur Tanalur,Tanalur,Second Hand Car Dealers,Second Hand Car Dealers,10.9522454,75.9179305,https://www.justdial.com/Malappuram/MR-Auto-Consultant/9999PX483.X483.240326122305.R5I1
Malappuram,Phoenix Cars India Pvt Ltd,+(91)-9207722010,,Perinthalmanna Road Kottilangadi,Kottilangadi,Car Dealers-Volkswagen,Car Dealers-Volkswagen,11.026877,76.10879,https://www.justdial.com/Malappuram/Phoenix-Cars-India-Pvt-Ltd/9999PX483.X483.180702064855.N4D1
Malappuram,Redrive Motors,+(91)-9606246029,,Chengana Bypass Road Manjeri Kla,Manjeri Kla,Second Hand Car Dealers-Ford,,11.1201309475,76.1217742328,https://www.justdial.com/Malappuram/Redrive-Motors/9999PX483.X483.140228192119.Y6L5
Malappuram,Renault Malappuram,+(91)-8527232886,,Highway 966 Makkaraparamba,Makkaraparamba,Car Dealers-Renault,Car Dealers-Renault,11.00846,76.1242931,https://www.justdial.com/Malappuram/Renault-Malappuram/9999PX483.X483.170606221206.U5I8
Malappuram,Rentowave,,,"Kozhikode,Mukkam",Mukkam,Second Hand Car Dealers,,11.3193979206,75.9956712676,https://www.justdial.com/Malappuram/Rentowave/0495PX495.X495.190227090014.B5H4
Malappuram,Royal Drive,+(91)-7356906060,,Melmuri,Melmuri,Second Hand Car Dealers-Chevrolet,,11.0590099,76.082406,https://www.justdial.com/Malappuram/Royal-Drive/9999PX483.X483.160630190348.M7H4
Malappuram,True Value - A M Motors,+(91)-9633999777,,Calicut Road Melmuri,Melmuri,Second Hand Car Dealers-Maruti Suzuki,,11.0600594,76.0811028,https://www.justdial.com/Malappuram/True-Value---A-M-Motors/9999PX494.X494.110126091411.M1L8
Malappuram,True Value Konompara,,,Melmuri Malappuram Downhill,Downhill,Second Hand Car Dealers,,11.0631311,76.0782935,https://www.justdial.com/Malappuram/True-Value-Konompara/9999PX483.X483.250320205533.Z1H7
Mumbai City,Auto Hanger,09223547085,,"Marathe Marg Prabhadevi, Mumbai","Prabhadevi, Mumbai",Car Dealers-Mercedes Benz,,19.012499900000,72.825188000000,https://www.justdial.com/Mumbai/Auto-Hanger
Mumbai City,Cars24,054039966,,"Mumbai Central, mumbai","Tardeo, Mumbai",Second Hand Car Dealers,,18.970615000000,72.820750000000,https://www.justdial.com/Mumbai/Cars24
Mumbai City,Colaba Auto Centre,845270090,,"Kidwai Road Matunga Matunga East, Mumbai","Matunga East, Mumbai",Second Hand Car Dealers,,19.025536111111,72.860625000000,https://www.justdial.com/Mumbai/Colaba-Auto-Centre
Mumbai City,K T S Automotors Pvt Ltd,,,"Ballard Estate, mumbai","Fort, Mumbai",Second Hand Car Dealers,,18.940289500000,72.838663000000,https://www.justdial.com/Mumbai/K-T-S-Automotors-Pvt-Ltd
Mumbai City,Metro Motors Auto Hangar India Pvt Ltd,09223595051,,"Hughes Road Grant Road, Mumbai","Gamdevi, Mumbai",Car Dealers,,18.956827300000,72.812843100000,https://www.justdial.com/Mumbai/Metro-Motors-Auto-Hangar-India-Pvt-Ltd
Mumbai City,Sobo Cars,09819084511,,"Warden Road Breach Candy, Mumbai","Cumballa Hill, Mumbai",Second Hand Car Dealers,,18.974631700000,72.806502300000,https://www.justdial.com/Mumbai/Sobo-Cars
Mumbai Suburban,4 Wheels,09820026136,,"Chikuwadi-Borivali West, mumbai","R/C Ward, Mumbai",Car Dealers,,19.219854644596,72.842442244650,https://www.justdial.com/Mumbai/4-Wheels
Mumbai Suburban,Anup Sharma,7487880852,,"Lokhandwala Complex-Andheri West, Mumbai","Jogeshwari West, Mumbai",Second Hand Car Dealers,,19.140790000000,72.828502100000,https://www.justdial.com/Mumbai/Anup-Sharma
Mumbai Suburban,Arihant Cars,08291764561,,"P K Road Mulund West, Mumbai","Mulund Colony, Mumbai",Second Hand Car Dealers,,19.167004600000,72.944325300000,https://www.justdial.com/Mumbai/Arihant-Cars
Mumbai Suburban,Asian Cars,8460277115,,"Link Road Borivali West, mumbai","R/C Ward, Mumbai",Second Hand Car Dealers,,19.226750700000,72.841121100000,https://www.justdial.com/Mumbai/Asian-Cars
Mumbai Suburban,Auto Haven,09892856262,,"New Link Road Andheri West, mumbai","Jogeshwari West, Mumbai",Second Hand Car Dealers,,19.138854000000,72.831254000000,https://www.justdial.com/Mumbai/Auto-Haven
Mumbai Suburban,Big Boy Toyz,09999999983,,"Teli Gali-Andheri East, Mumbai","Andheri East, Mumbai",Second Hand Car Dealers,,19.114432800000,72.850987900000,https://www.justdial.com/Mumbai/Big-Boy-Toyz
Mumbai Suburban,Broker Dalal Premium,07021697147,,"Azad Road Andheri East, Mumbai","Andheri East, Mumbai",Second Hand Car Dealers-Chevrolet,,19.121015700000,72.851900500000,https://www.justdial.com/Mumbai/Broker-Dalal-Premium
Mumbai Suburban,Car Craze Automorvel,09619761989,,"G Road Lane Ghatkopar East, Mumbai","Vidya Vihar East, Mumbai",Second Hand Car Dealers-Chevrolet,,19.081683600000,72.903381300000,https://www.justdial.com/Mumbai/Car-Craze-Automorvel
Mumbai Suburban,Carmart24,8511756921,,"Link Road Borivali West, mumbai","R/C Ward, Mumbai",Second Hand Car Dealers,,19.226300000000,72.841100000000,https://www.justdial.com/Mumbai/Carmart24
Mumbai Suburban,Cars Biz Automobile,8460279265,,"Deonar Village Govandi East, Mumbai","Govandi West, Mumbai",Second Hand Car Dealers,,19.052626200000,72.915770200000,https://www.justdial.com/Mumbai/Cars-Biz-Automobile
Mumbai Suburban,CARS24,08929506672,,"Ashok Kedare Chowk-Bhandup West, mumbai","Nahur, Mumbai",Second Hand Car Dealers,,19.158079000000,72.944642600000,https://www.justdial.com/Kasaragod/CARS24
Mumbai Suburban,Cars24 Elite,8401207506,,"Swami Vivekananda Road Khar West, mumbai","Khar, Mumbai",Second Hand Car Dealers,,19.070179000000,72.837755000000,https://www.justdial.com/Mumbai/Cars24-Elite
Mumbai Suburban,Crystal Carz,09769696958,,"Satya Nagar-Borivali West, Mumbai","R/C Ward, Mumbai",Car Dealers,,19.218272000000,72.842866000000,https://www.justdial.com/Mumbai/Crystal-Carz
Mumbai Suburban,Deals Wheel,725941872,,"Mahavir Nagar Kandivali West, mumbai","R/C Ward, Mumbai",Second Hand Car Dealers,,19.215157800000,72.840700200000,https://www.justdial.com/Mumbai/Deals-Wheel
Mumbai Suburban,Dream & Drive,72917759,,"No B 6 Andheri East, mumbai","Saki Naka, Mumbai",Second Hand Car Dealers,,19.114863000000,72.885179000000,https://www.justdial.com/Mumbai/Dream-&-Drive
Mumbai Suburban,Excel Cars,845168420,,"CST Road Kalina, Mumbai","Bandra Kurla Complex, Mumbai",Second Hand Car Dealers,,19.072619000000,72.867345000000,https://www.justdial.com/Mumbai/Excel-Cars
Mumbai Suburban,First And Last Choice,09870786319,,"Vivekananda Road Malad West, Mumbai","Bangur Nagar, Mumbai",Second Hand Car Dealers,,19.174334700000,72.841361300000,https://www.justdial.com/Mumbai/First-And-Last-Choice
Mumbai Suburban,Ibbu Motor,845254685,,"New Link Road Andheri West, Mumbai","Oshiwara, Mumbai",Second Hand Car Dealers,,19.143836972222,72.832077000000,https://www.justdial.com/Mumbai/Ibbu-Motor
Mumbai Suburban,Indiana Motors,845166521,,"Gazdhar Bandh Santacruz West, Mumbai","Khar, Mumbai",Second Hand Car Dealers,,19.079639800000,72.829172800000,https://www.justdial.com/Mumbai/Indiana-Motors
Mumbai Suburban,Mahindra First Choice Wheels Ltd,07290055255,,"B S Road Vikhroli West, Mumbai","Pirojsha Godrej Nagar, Mumbai",Second Hand Car Dealers,,19.108509500000,72.924511000000,https://www.justdial.com/Mumbai/Mahindra-First-Choice-Wheels-Ltd
Mumbai Suburban,Morya Cars Pvt Ltd,72267099,,"New Link Road Andheri West, Mumbai","Jogeshwari West, Mumbai",Second Hand Car Dealers-Audi,,19.135296600000,72.832458800000,https://www.justdial.com/Mumbai/Morya-Cars-Pvt-Ltd
Mumbai Suburban,Motor Deals,09930304912,,"Nahur West Mulund West, Mumbai","Nahur, Mumbai",Second Hand Car Dealers,,19.160375800000,72.945778200000,https://www.justdial.com/Mumbai/Motor-Deals
Mumbai Suburban,Motor Trade,07738668476,,"IC Colony Borivali West, mumbai","R/C Ward, Mumbai",Second Hand Car Dealers,,19.233086400000,72.840935600000,https://www.justdial.com/Mumbai/Motor-Trade
Mumbai Suburban,Real Value Cars Private Limited,7405914451,,"Link Road Borivali West, mumbai","Dahisar West, Mumbai",Second Hand Car Dealers-Honda,,19.246105555556,72.849869444444,https://www.justdial.com/Mumbai/Real-Value-Cars-Private-Limited
Mumbai Suburban,Sarakcars,09987623925,,"S. V. Road Jogeshwari West, Mumbai","Jogeshwari West, Mumbai",Car Dealers,,19.141558333333,72.842919444444,https://www.justdial.com/Mumbai/Sarakcars
Mumbai Suburban,Shreenath Hyundai,09324300617,,"New Link Road Andheri West, mumbai","Oshiwara, Mumbai",Second Hand Car Dealers,,19.147517222222,72.831214444444,https://www.justdial.com/Mumbai/Shreenath-Hyundai
Mumbai Suburban,Spinny Car Hub,8128831032,,"Thakur Village-kandivali East, mumbai","Thakur Village, Mumbai",Second Hand Car Dealers,,19.213979000000,72.871441000000,https://www.justdial.com/Mumbai/Spinny-Car-Hub
Mumbai Suburban,Star Auto India,72259380,,"Link Road Andheri East, Mumbai","Andheri East, Mumbai",Second Hand Car Dealers,,19.111217100000,72.865133100000,https://www.justdial.com/Mumbai/Star-Auto-India
Mumbai Suburban,Thinkarz,08080634444,,"New Link Road Malad West, mumbai","Malad West, Mumbai",Second Hand Car Dealers,,19.182315400000,72.836215900000,https://www.justdial.com/Mumbai/Thinkarz
Mumbai Suburban,Toyota U Trust,09167919177,,"Lbs Marg Kurla West, Mumbai","Ghatkopar West, Mumbai",Second Hand Car Dealers-Toyota,,19.085274700000,72.891739700000,https://www.justdial.com/Mumbai/Toyota-U-Trust
Mumbai Suburban,Truebil.com,07304402600,,"Kherani Road Andheri East, mumbai","Chandivali, Mumbai",Second Hand Car Dealers-Chevrolet,,19.106515500000,72.888882600000,https://www.justdial.com/Mumbai/Truebil.com
Mumbai Suburban,Turbo Cars,07021034949,,"Goregaon West, Mumbai","Goregaon West, Mumbai",Second Hand Car Dealers,,19.159179800000,72.843860400000,https://www.justdial.com/Mumbai/Turbo-Cars
Mumbai Suburban,Vighnaharta Motors,845251713,,"Sector 8 Charkop, Mumbai","R/C Ward, Mumbai",Second Hand Car Dealers-Ford,,19.215586000000,72.817749000000,https://www.justdial.com/Mumbai/Vighnaharta-Motors
Mumbai Suburban,Yash Motors,09820041232,,"7th Road Chembur East, Mumbai","Deonar, Mumbai",Second Hand Car Dealers,,19.046022700000,72.905011000000,https://www.justdial.com/Mumbai/Yash-Motors
Palakkad,A M Motors,+(91)-8929230835,,Road Cherpalcheri,Cherpalcheri,Car Dealers,,10.877892,76.308217,https://www.justdial.com/Palakkad/A-M-Motors/9999PX491.X491.180811000333.M6H1
Palakkad,A.M. Motors Pre-Owned Cars,+(91)-9567866906,,Kallekkad,Kallekkad,Second Hand Car Dealers,,10.771041666667,76.632233333333,https://www.justdial.com/Palakkad/A.M.-Motors-Pre-Owned-Cars/9999PX491.X491.240227190833.N1Y6
Palakkad,Am Wings Honda,+(91)-8086660036,,Kanniyampuram Ottapalam,Ottapalam,Car Dealers,Car Dealers,10.7734328,76.363649,https://www.justdial.com/Palakkad/Am-Wings-Honda/9999PX491.X491.170930121843.V9Y7
Palakkad,Amana Toyota,+(91)-8129555111,,NH 966 Mundur Palakkad,Mundur Palakkad,Car Dealers,Car Dealers,10.8300469,76.5867344,https://www.justdial.com/Palakkad/Amana-Toyota/9999PMULBLRSTD2016260
Palakkad,BIG-in CAR WASH & Detailing,+(91)-9724291685,,Pollachi Road Kollengode,Kollengode,Second Hand Car Dealers,,10.6130735,76.6997673,https://www.justdial.com/Palakkad/BIG-in-CAR-WASH-&-Detailing/9999PX491.X491.260105122644.S1D4
Palakkad,Driveus Cars,+(91)-8891652123,,Jainmedu Vadakkanthara,Vadakkanthara,Second Hand Car Dealers,,10.7849416,76.6405738,https://www.justdial.com/Palakkad/Driveus-Cars/9999PX491.X491.200124001225.G7X3
Palakkad,Gokul used bike showroom,+(91)-9037104385,,Vithunni Road Noorani,Noorani,Second Hand Car Dealers-Honda,,10.769241777778,76.643595194444,https://www.justdial.com/Palakkad/Gokul-used-bike-showroom/9999PX491.X491.171129160125.C9G8
Palakkad,Grand Motors,+(91)-8606302000,,2nd Mile Kallekkad,Kallekkad,Car Dealers,Car Dealers,10.7810464,76.6238239,https://www.justdial.com/Palakkad/Grand-Motors/9999PX491.X491.220920002523.I6F5
Palakkad,Incheon Kia,+(91)-7948224966,,Calicut Bypass Ramanathapuram,Ramanathapuram,Car Dealers,Car Dealers,10.7772112,76.6698916,https://www.justdial.com/Palakkad/Incheon-Kia/9999PX491.X491.230902032614.H6E2
Palakkad,Mahindra First Choice - Aito Cars,+(91)-8951394590,,Ottappalam Road Kallekkad,Kallekkad,Second Hand Car Dealers,,10.7826609,76.6213262,https://www.justdial.com/Palakkad/Mahindra-First-Choice---Aito-Cars/9999PX491.X491.240306161012.Q2F1
Palakkad,Popular Vehicles And Services Ltd,+(91)-9539007357,,Kazchaparamb Kinassery,Kinassery,Car Dealers,,10.7377646,76.6537826,https://www.justdial.com/Palakkad/Popular-Vehicles-And-Services-Ltd/9999PX491.X491.180424141551.Y4H5
Palakkad,Renault Palakkad,+(91)-8590948612,,Yakkara Post Kinassery,Kinassery,Car Dealers-Renault,Car Dealers-Renault,10.7350501,76.6789895,https://www.justdial.com/Palakkad/Renault-Palakkad/9999PX491.X491.170218110048.M7Y9
Palakkad,True Value - A M Motors Pvt Ltd,+(91)-7593008888,,Mele Pattambi,Mele Pattambi,Second Hand Car Dealers,,10.8060348,76.1991605,https://www.justdial.com/Palakkad/True-Value---A-M-Motors-Pvt-Ltd/9999PX491.X491.221123201904.Y5M6
Palghar,Bilal Motor's,724915850,,"National Highway Vasai East, mumbai",Vasai-Virar,Second Hand Car Dealers,,19.442901100000,72.880912400000,https://www.justdial.com/Mumbai/Bilal-Motor's
Palghar,N. S. Car Care,036686528,,"Ambadi Road Vasai West, Mumbai","Vasai Road, Vasai",Second Hand Car Dealers,,19.387363000000,72.826890000000,https://www.justdial.com/Mumbai/N.-S.-Car-Care
Palghar,Nexa Service Shivam Autozone,,,"Pelhar Road Nalasopara East, Mumbai","Dhaniv, Vasai-Virar",Second Hand Car Dealers,,19.433943800000,72.854169800000,https://www.justdial.com/Mumbai/Nexa-Service-Shivam-Autozone
Palghar,Sahani Car Zone,09850206534,,"Bhabola Road Vasai West, mumbai","Vasai, Vasai-Virar",Second Hand Car Dealers-Honda,,19.365571300000,72.814928300000,https://www.justdial.com/Mumbai/Sahani-Car-Zone
Palghar,Shree Krishna Motors,07666674444,,"Global City Virar West, mumbai","Virar East, Vasai-Virar",Second Hand Car Dealers-Chevrolet,,19.468681333333,72.804389944444,https://www.justdial.com/Mumbai/Shree-Krishna-Motors
Pathanamthitta,AVG Motors (Nexa Showroom),+(91)-9048190481,,Mc Road Perumthuruthy,Perumthuruthy,Car Dealers-Maruti Suzuki,Car Dealers-Maruti Suzuki,9.4204167,76.5466116,https://www.justdial.com/Pathanamthitta/AVG-Motors-(Nexa-Showroom)/9999PX468.X468.190213175817.N2V8
Pathanamthitta,Avg Motors Pvt Ltd,+(91)-9447137038,,Suzuki Arena Showroom Chittoor,Chittoor,Car Dealers-Maruti Suzuki,Car Dealers-Maruti Suzuki,9.2667267,76.7819317,https://www.justdial.com/Pathanamthitta/Avg-Motors-Pvt-Ltd/9999PMULBLRSTD1000029
Pathanamthitta,Crown Line Used Cars Aranmula,+(91)-9744550438,,Aranmula Edayarnmula,Edayarnmula,Second Hand Car Dealers,,9.318727,76.6838687,https://www.justdial.com/Pathanamthitta/Crown-Line-Used-Cars-Aranmula/9999PX468.X468.251017102358.M8K7
Pathanamthitta,Indus Motors,+(91)-9747541400,,Mallappally West,Mallappally West,Car Dealers,,9.4464907,76.6556759,https://www.justdial.com/Pathanamthitta/Indus-Motors/9999PX468.X468.171204165549.T8M2
Pathanamthitta,Indus Motors (Nexa Repair and Service),+(91)-9745997438,,Kumbazha Vettur Kumbazha,Vettur Kumbazha,Second Hand Car Dealers,,9.265774972222,76.804815,https://www.justdial.com/Pathanamthitta/Indus-Motors-(Nexa-Repair-and-Service)/9999PX468.X468.180620170527.T3K2
Pathanamthitta,Indus Motors Co Pvt Ltd.,+(91)-8401685011,,Kumbazha Kumbazhamuri,Kumbazhamuri,Car Dealers,Car Dealers,9.264751,76.805786,https://www.justdial.com/Pathanamthitta/Indus-Motors-Co-Pvt-Ltd./9999PX468.X468.240723075539.E5E8
Pathanamthitta,Kainikkara Motors - Car Workshop,+(91)-7034522666,,Vettur Kumbazha,Vettur Kumbazha,Second Hand Car Dealers,,9.2670387,76.8024132,https://www.justdial.com/Pathanamthitta/Kainikkara-Motors---Car-Workshop/9999PX468.X468.180524173520.Y4K8
