school_code,section,email,phone
38094,HSE,nsshssthattayil3021@rediffmail.com,04734229290
42075,HSE,ghsskdr01171@gmail.com,04702678045
44024,HSE,gghssmkl@gmail.com,0471-2280988
14006,HSE,gghssthiruvangad@yahoo.com,04902324566
27014,HSE,gkalaprincipalhssv@gmail.com,04842657032
24076,HSE,ssmvhss08043@gmail.com,04872616171
36002,HSE,popepius04041@gmail.com,0479-2333575
22049,HSE,stclaresthrissur@gmail.com,04872334432
48044,HSE,mpmhse@gmail.com,04931232675
15033,HSE,cmshssarappetta@gmail.com,04936282109
38038,HSE,ghsskonni@gmail.com,04682247849
42027,HSE,gghssmithirmala@gmail.com,04722820810
11003,HSE,principalthalangaragmvhss@gmail.com,04994231929
15048,HSE,ghssmeenangadi@gmail.com,04936246500
39014,HSE,ghss2119sdpm@gmail.com,04742663901
25018,HSE,sfhssaluva@yahoo.com,04842625850
21052,HSE,bha_matha@yahoo.com,04912570668
44061,HSE,st.maryskmkd@gmail.com,04712223798
46074,HSE,stneerattupuram@gmail.com,04772219573
15025,HSE,rchsschundale@gmail.com,04936201199
19056,HSE,ghssplty11148@gmail.com,04942678543
45050,HSE,smhsskvgd@yahoo.in,04822233240
42047,HSE,ghsspakalkuri@gmail.com,0470-2681556
19027,HSE,grfthsstanur@gmail.com,0494-2443133
25104,HSE,principal7025@gmail.com,04842512649
25061,HSE,principal07029@gmail.com,04842476055
40032,HSE,hsskummil@gmail.com,04742448033
28021,HSE,ghssnamakuzhy1@gmail.com,04852265399
42036,HSE,1080lmshssvattappara@gmail.com,04722587507
14015,HSE,gvhsskathirur@gmail.com,04902307230
38007,HSE,nsshss03047@gmail.com,04734211763
11005,HSE,14100bemhss@gmail.com,04994-224886
33040,HSE,holyfamilyhssktm2010@gmail.com,0481-2571250
27046,HSE,ghsskuttampuzha81@gmail.com,04852588274
17016,HSE,bemclt@yahoo.co.in,04952725716
26037,HSE,stteresascghssekm@gmail.com,04842373636
15002,HSE,ghssvalat@gmail.com,04935266983
17054,HSE,ghsskktr@gmail.com,04952355771
38009,HSE,ghssedamury@gmail.com,04735260590
28028,HSE,ghsssivankunnu07008@gmail.com,04852830860
39012,HSE,ghssktr@gmail.com,04742458982
43034,HSE,pattomstmarys@gmail.com,04712447395
24074,HSE,ghsselavally@gmail.com,0487-2640799
18146,HSE,ummulqurahssmongam@gmail.com,0483-2773542
17017,HSE,chalappuramggghss@gmail.com,04952306948
21073,HSE,09013ghssmankara@gmail.com,04912874868
38005,HSE,adoorholyangels@yahoo.com,04734228245
44014,HSE,sthelenshsstvm@gmail.com,04712260635
45011,HSE,ksmangalamgovhss@gmail.com,04829272888
12041,HSE,ghsspadnekadapuram@rediffmail.com,04672258100
25080,HSE,guardianangelshss@gmail.com,04842557140
38068,HSE,mshssranni@gmail.com,04735228612
41048,HSE,mayyanaduhss@gmail.com,04742555111
43066,HSE,stthomashssp@yahoo.com,04712380183
42072,HSE,ghssazhoor@gmail.com,0470-2645486
33014,HSE,stjosephsghss@gmail.com,04812425433
31086,HSE,ghsspalakottayam@gmail.com,04822200025
29030,HSE,mknmhss@yahoo.in,0482200602
27015,HSE,markaumahss@gmail.com,0484-2643830
19080,HSE,jmhss11099@gmail.com,04942427273
14063,HSE,hssmambaram@gmail.com,04902383170
42073,HSE,snvhsspanayara2014@gmail.com,9446850214
19037,HSE,mail4bhss@gmail.com,04942648454
42041,HSE,snhsshighsec@gmail.com,04722899699
25052,HSE,st.josephkmv@gmail.com,04842516781
32037,HSE,ccmhss@gmail.com,04828248242
11057,HSE,11057nagirls@gmail.com,04994-256804
44039,HSE,st.thersescplustwo@gmail.com,0471-2223397
25054,HSE,nsshss@gmail.com,0484-2462818
35025,HSE,4116ckhss@gmail.com,04792474685
29027,HSE,sghss6017@gmail.com,04862222804
14041,HSE,ranijaihs@yahoo.co.in,04902363383
37013,HSE,stthomashsstvla@gmail.com,04692602619
12004,HSE,ghsshosdurg@gmail.com,04672217820
14047,HSE,irittyhss@gmail.com,04902490049
25088,HSE,cardinalhss7046@gmail.com,04842429288
34023,HSE,4003snm@gmail.com,04782820724
37040,HSE,ghssperingara@gmail.com,04692607800
40004,HSE,ghssanchaleast2118@yahoo.com,04752270732
47028,HSE,principalgghssbalussery@gmail.com,04962640130
22077,HSE,srkgvmhss@gmail.com,04872307639
46069,HSE,kidangarahss@gmail.com,0477-2753232
29054,HSE,06024snhssidukki@gmail.com,04862239495
24013,HSE,bethanykkm@gmail.com,04885223529
44033,HSE,gvhsskottukal@gmail.com,04712269056
21016,HSE,ghsskty@gmail.com,04922285398
16006,HSE,ghssvatakara1@yahoo.co.in,0496-2517250
22007,HSE,jpehsskky@gmail.com,04872423364
25034,HSE,stsebastiangothuruthy@gmail.com,0484-2484846
24062,HSE,gmhsschamakala@gmail.com,04802835294
43048,HSE,plus2holyangels@rediffmail.com,0471-2476166
25066,HSE,stgeorgeshssvklm@gmail.com,04842712201
14040,HSE,hsskpba@gmail.com,04902364653
39017,HSE,sghssktr@yahoo.com,04742651744
30036,HSE,sphssupputhara@gmail.com,04869244955
38011,HSE,ghsselimullumplackal@gmail.com,0468-2383444
30040,HSE,ghssndkm1@gmail.com,04868232577
47050,HSE,kokkallurghss@gmail.com,04962705337
15008,HSE,sjhsskallody12022@gmail.com,04935245251
43091,HSE,principalkattela@gmail.com,04712597900
39054,HSE,tvtmhss@yahoo.in,04742465709
24038,HSE,grajasirhss@gmail.com,04885285118
26042,HSE,kbypeter@yahoo.in,0484-2240722
16069,HSE,vhss10162@gmail.com,0496-2668227
25051,HSE,stphss2010@gmail.com,04842511066
16052,HSE,10155poilkavhss@gmail.com,04962686836
48105,HSE,meshssmampad11073@gmail.com,04931201641
47017,HSE,kallanodehss@gmail.com,04962660055
34046,HSE,mthssmuhamma@gmail.com,04782864430
25055,HSE,snmhss@hotmail.com,04842484185
33022,HSE,avhss1@gmail.com,04812433708
20051,HSE,gmrhssthrithalagirls@gmail.com,04662004547
19029,HSE,cpphmhss@gmail.com,04942580055
44048,HSE,rmohss@gmail.com,04712268732
34037,HSE,4119alappuzha@gmail.com,04782879898
19083,HSE,muhssoorakam@gmail.com,04942455296
19009,HSE,principalohss11054@ymail.com,04942460360
29020,HSE,stmaryskaliyar@gmail.com,04862247812
48086,HSE,sshss11055@gmail.com,04832845265
19053,HSE,vanneryhss@gmail.com,04942672811
19071,HSE,iuhssp@gmail.com,04832748580
22075,HSE,stjohnshssparappur@gmail.com,04872286888
44037,HSE,gghssnta@gmail.com,04712223525
26030,HSE,mpmemhss@gmail.com,04842334083
47067,HSE,vmhmhs@gmail.com,9048816040
22038,HSE,stjosephmodelschool@gmail.com,04872252493
18075,HSE,asnprincipal@yahoo.in,04933230500
25082,HSE,ghssman@gmail.com,04842690450
11025,HSE,ghss14048@yahoo.com,04994252400
42039,HSE,pvthrghss@gmail.com,04722801241
47031,HSE,pbahss@gmail.com,04962616220
38020,HSE,snvhss3031@gmail.com,04734287882
18011,HSE,ghsskuzhimanna11025@gmail.com,04832754850
38071,HSE,stthomashighersecondaryschool@gmail.com,04735227281
20054,HSE,cgmvidyalaya@gmail.com,04662212384
30074,HSE,meshss6063@gmail.com,04868288049
20030,HSE,avmhsschunangad@gmail.com,04662014840
26067,HSE,principal7063@gmail.com,04842663907
14042,HSE,princimanathana@gmail.com,04902447355
21004,HSE,pkhssmannapra9168@gmai.com,04922258676
48126,HSE,amhssvengoor@gmail.com,9846281675
44007,HSE,VTMNSSGHSS01085@gmail.com,04712234410
18502,HSE,mthssvazhakkad@gmail.com,04832725215
18023,HSE,gghssmanjeri11026@gmail.com,04832762244
19107,HSE,issponnani@gmail.com,04942666445
15015,HSE,mtdmhss@gmail.com,04935236323
40009,HSE,mthss_02093_ptpm@yahoo.co.in,04752350989
40044,HSE,gorettihisec@gmail.com,04752221779
19055,HSE,principal11129@gmail.com,04942672783
21026,HSE,principal9081@gmail.com,04923242389
12055,HSE,principalghsscheemeni@gmail.com,04672250282
18007,HSE,hiohssovr@gmail.com,9072312491
41083,HSE,ghssperungalam@gmail.com,04742543492
38064,HSE,bethanysmghss@gmail.com,04735240645
47106,HSE,principalhsskodanchery@yahoo.in,04952239100
37044,HSE,mgmhsstvlla@gmail.com,04692630902
25064,HSE,stthomashssayroor@gmail.com,04842478234
14026,HSE,kkvhss@gmail.com,04902318740
22051,HSE,thopehssthrissur@gmail.com,04872429226
40015,HSE,ghssplr@gmail.com,04752222858
13037,HSE,principalpjhss@gmail.com,04972875256
13103,HSE,ghsskozhichal@gmail.com,04985214141
15056,HSE,principal12030@yahoo.com,04936225050
41098,HSE,ghsskarunagappally@gmail.com,04762629850
25041,HSE,stjosephhsskarukutty@gmail.com,04842612725
24065,HSE,stannesghssedthy@gmail.com,04802870641
26079,HSE,govthss07143@gmail.com,04842511082
22004,HSE,princicherpu@yahoo.com,04872343388
23036,HSE,ghss8005kodakara@gmail.com,04802724876
26069,HSE,panangadvhss@gmail.com,04842700258
26012,HSE,santacruzhss@yahoo.com,04842216800
37025,HSE,nssknthm@gmail.com,04692693233
27010,HSE,anitavidyalaya@yahoo.in,0484-2462795
33503,HSE,thssputhuppally.ihrd@gmail.com,04812351485
39027,HSE,ghss02007@gmail.com,04742581124
47024,HSE,kuttamboorhss2014@gmail.com,04952856498
29062,HSE,jairaniemhss@yahoo.com,04862225471
19094,HSE,kyhsschool@gmail.com,0494-2570331
41066,HSE,krhssklm02056@gmail.com,04742746264
20005,HSE,anakkara9088@gmail.com,04662254765
19019,HSE,amshsschool@gmail.com,04942428960
19005,HSE,www.kovilakamhss@gmail.com,04942410571
25113,HSE,mraluva@gmail.com,0484-2623673
13049,HSE,chsscp@gmail.com,04602271999
18083,HSE,ppmhsskottukkara@gmail.com,04832714174
19012,HSE,moonniyurhss@gmail.com,04942460665
31078,HSE,stmichaelshsspvm@yahoo.com,04822246045
43033,HSE,gmchsstvm@gmail.com,04712554816
17034,HSE,ghss10136@gmail.com,04952433176
20010,HSE,09010gohssptb@gmail.com,04662217635
22054,HSE,bethlehemhss@gmail.com,04872375041
18032,HSE,grhss11011@gmail.com,04832747663
33054,HSE,sphsskurumpanadom@gmail.com,04812474000
12044,HSE,ghsschayoth14016@yahoo.com,04672231655
15007,HSE,mgmhssmtdy@gmail.com,04935240591
17097,HSE,cmhssmannur@gmail.com,04952470346
22076,HSE,sreesaradaghss@gmail.com,04872306124
21072,HSE,principalphss@gmail.com,04912509300
19023,HSE,msm11039@gmail.com,04942543015
24047,HSE,mrrmhss.2014@gmail.com,04872507008
43083,HSE,smvghsstrivandrum@yahoo.co.in,0471-2338180
13034,HSE,principal13018@gmail.com,04972816224
17022,HSE,mmhssparappil@gmail.com,04952302971
47109,HSE,ghssparambilkkd@gmail.com,0495-2267400
21041,HSE,gvghsschittur.9024@gmail.com,04923222981
19062,HSE,ghsspurathoor@gmail.com,04942561111
22021,HSE,hssarimpur1@gmail.com,04872310821
24023,HSE,nsshssmkd@gmail.com,04885286650
36041,HSE,mhssputhencavu@yahoo.com,04792458690
42022,HSE,anjengostjosephshss@gmail.com,0470-2659700
41096,HSE,akmhss2000@gmail.com,04742531041
43074,HSE,gbhsskaramana@gmail.com,04712343190
14016,HSE,principal_13063@yahoo.com,04902485860
40042,HSE,hsskpza@yahoo.co.in,04752319233
38061,HSE,school.jmphs6@gmail.com,04682300243
13111,HSE,wadihudahss@wadihuda.org,04972877577
27006,HSE,govtboyshssperumbavoor7011@gmail.com,04842596482
36064,HSE,ghspuliyoor@gmail.com,04792361105
48100,HSE,ghssedakkara@yahoo.in,04931275395
39024,HSE,dvnsshsspoovattoor2066@gmail.com,04742617234
47116,HSE,ghsscheruvadi@gmail.com,04952208036
35012,HSE,aravukadhss@gmail.com,04772288780
21039,HSE,chitturgbhss@yahoo.co.in,04923222740
21106,HSE,principalmesokd@gmail.com,04912555392
41071,HSE,sndpyhss@Gmail.com,04742706500
26018,HSE,aasiabai.2007@gmail.com,0484-2229555
42080,HSE,ktcthss@gmail.com,04702690840
11022,HSE,14057alampady@gmail.com,04994255750
23057,HSE,contact@akmhss.com,04802897600
30063,HSE,ghssthoprankudy@gmail.com,04868265063
38029,HSE,principalghsschittar@gmail.com,04735255325
23056,HSE,st.sebastianshss_kuttikad@yahoo.in,04802748689
13108,HSE,snthsskannur@yahoo.in,04972731500
43019,HSE,mvhss@yahoo.in,0471-2712700
15035,HSE,joseph.sanjoseph@gmail.com,04936283038
37053,HSE,sbhssv@gmail.com,04692650772
27011,HSE,principaljkhss@gmail.com,04842590373
20032,HSE,ghsskadambur09030@gmail.com,04662241778
33001,HSE,nsshssanickaduwest@yahoo.in,04812552008
41063,HSE,tkdmghss@gmail.com,04742768976
39023,HSE,ghsskulakkada2112@yahoo.in,04742617165
27004,HSE,asramamhss@rediffmail.com,04842522457
31087,HSE,stmaryghspala@gmail.com,04822200629
28042,HSE,shhss7186ayavana@gmail.com,04852283097
19075,HSE,pkmmhssedarikode2@gmail.com,04832751925
24001,HSE,govtsmthss@gmail.com,04884254384
18097,HSE,ghssaliparambamlp11138@gmail.com,04933234414
11008,HSE,udayahss@gmail.com,04998275680
44002,HSE,govthsspoovar@gmail.com,0471-2209960
24007,HSE,govtvhssdesamangalam@gmail.com,04884277875
18110,HSE,hmshssthurakkal@gmail.com,04832760320
21057,HSE,principalbem@gmail.com,04912510296
44040,HSE,evanshss@gmail.com,0471-2204998
48022,HSE,ghsskavanur@gmail.com,04832796850
39009,HSE,aepmhss@yahoo.in,04742483637
23017,HSE,edavilangughss@gmail.com,04802809252
38062,HSE,netajihsspramadom@gmail.com,04682335681
36070,HSE,pkksmkylm@gmail.com,04792447011
13054,HSE,ghss_chelora@yahoo.com,04972722773
18087,HSE,thssvdk@Gmail.com,04933281116
29024,HSE,depaulthodupuzha@gmail.com,04862222252
18133,HSE,mmethss123@gmail.com,04832731317
22040,HSE,vivekodayamedu@rediffmail.com,04872320039
18078,HSE,ghsskadungapuram@gmail.com,04933256126
19057,HSE,vvmmarakkara@gmail.com,04942615254
44034,HSE,vvhssnemom44034@gmail.com,04712392143
21027,HSE,gbhssnemmara@gmail.com,04923243750
44071,HSE,anavoorghss@gmail.com,04712275385
38052,HSE,mbehss1@gmail.com,04682222455
21937,HSE,gmrskzm@gmail.com,04922217217
13096,HSE,principalghssprapoyil@gmail.com,04985233125
47039,HSE,venapparahss@gmail.com,04952281380
25107,HSE,ghsspazhamthottam@gmail.com,04842716023
25036,HSE,hsschengal@gmail.com,04842698317
42034,HSE,ghssnavaikulam@gmail.com,04702691490
33011,HSE,govthssvadakkekara@yahoo.in,04812727057
23052,HSE,pvshssparappukkara@yahoo.com,04802791800
33008,HSE,ghsspaippad5118@gmail.com,04812443059
41085,HSE,ghssmayyanad@gmail.com,04742556511
30031,HSE,ghssrajakumari@gmail.com,04868243406
19022,HSE,hssgvhssklpy@gmail.com,04942543112
33057,HSE,kehssmannanam@gmail.com,0481-2596180
42068,HSE,ghsscherunniyoor1165@gmail.com,04702601101
19051,HSE,pookkaratharahss@gmail.com,0494-2680167
23025,HSE,snhssirinjalakuda@gmail.com,0480-2831700
17079,HSE,sevamandirhss@gmail.com,04952440315
44041,HSE,vhssprsla@gmail.com,04712205860
42055,HSE,mulamanahss@gmail.com,0472-2835030
23006,HSE,ghssvijayaraghavapuram@gmail.com,04802700529
43085,HSE,cottonhillgghss@gmail.com,04712725087
41005,HSE,41005klm@gmail.com,04742592302
21076,HSE,kprpkongad@yahoo.com,04912847853
34020,HSE,nsshss4062@gmail.com,04782878836
42064,HSE,rrvghss01052@gmail.com,04702672045
42069,HSE,ghssnagarooor@gmail.com,04702678467
17057,HSE,principalgfhss@gmail.com,04952461666
37045,HSE,scshsstvla98@gmail.com,04692604786
13072,HSE,principalirikkur@gmail.com,04602297290
15009,HSE,principal12032@gmail.com,04935251210
25101,HSE,stgeorgehssputhenpally@gmail.com,04842515909
13043,HSE,nsshssalkd@gmail.com,04602255580
41089,HSE,snsmhss@gmail.com,04742548866
21083,HSE,sabarihsspkp@gmail.com,04924235760
17021,HSE,govtmodelhss10006@gmail.com,0495-2725566
11040,HSE,hhsibshss@gmail.com,04994283111
21028,HSE,phsspadagiri@gmail.com,04923246480
32047,HSE,principalghssndm5027@gmail.com,04812417546
44035,HSE,govthssnta@gmail.com,04712225857
17092,HSE,cghss2@gmail.com,04952304466
21049,HSE,gaphsselappully@gmail.com,0491-2584253
24053,HSE,hssthiruvalayannur8217@gmail.com,04872540033
42014,HSE,saradavilasom@gmail.com,04702646120
48054,HSE,principalghsstuvvur@gmail.com,04931284117
36028,HSE,gghssmavelikara@gmail.com,04792344455
15032,HSE,principalghsspthara@gmail.com,04936274566
28003,HSE,sndphss7053@gmail.com,04852834563
23015,HSE,stanneshsskottapuram@rediffmail.com,04806540245
43011,HSE,ourladyputhucurichy@yahoo.com,04712428311
15003,HSE,frgkmhsskaniyaram@gmail.com,04935245468
30053,HSE,sjhssvkudy@yahoo.com,04868272841
11030,HSE,14053ghssadoor@gmail.com,04994271365
12020,HSE,14079ghssr@gmail.com,04672232177
40019,HSE,ngpm2130hss@gmail.com,04752251444
14052,HSE,principalghsschavassery@gmail.com,04902435347
18069,HSE,gshmhss.edvmpm@gmail.com,04832704200
24028,HSE,ghsspazhayannur@gmail.com,04884224600
13101,HSE,akasghss@gmail.com,04985229440
27042,HSE,principal7096@gmail.com,04852562181
29009,HSE,govthsskodikulam@gmail.com,9447845844
39049,HSE,smhss.hss@gmail.com,04762851818
23016,HSE,ssmhssazhicode@gmail.com,04802816616
45032,HSE,ghsskanakkary_05023@yahoo.co.in,04812533936
15013,HSE,principal12041@gmail.com,04935220280
37010,HSE,johns.eraviperoor@gmail.com,0469-2663220
19109,HSE,markazkarathur@gmail.com,04942604020
16061,HSE,nhss.10068@gmail.com,0496-2448388
16012,HSE,gghssm@gmail.com,04962521059
41082,HSE,ghsskulasekharapuram@gmail.com,04762642920
13032,HSE,najathhssmtl@gmail.com,04972844677
42070,HSE,janatha1053@gmail.com,0472-2829017
20034,HSE,kattukulamhss@gmail.com,9447600790
48037,HSE,ghss_11153_mampad@yahoo.com,04931200080
37054,HSE,ghssezr@yahoo.com,04692798228
42029,HSE,nanniyodeskvhss@gmail.com,04722840242
19073,HSE,ghssperuvallur@gmail.com,0494-2435999
36047,HSE,gghsskayamkulam4024@gmail.com,04792441919
41029,HSE,ghssmangad@gmail.com,04742716779
28045,HSE,ghssmaneed@gmail.com,04852267800
17013,HSE,ghss.easthill@yahoo.in,0495-2380382
15014,HSE,principalsthss@gmail.com,04936210212
38048,HSE,cmshss3046@gmail.com,04682263081
42011,HSE,elmbhss@gmail.com,04702637088
44057,HSE,mchsskottukalkonam@gmail.com,04712406088
15024,HSE,wovhssmuttil@gmail.com,04936231044
42002,HSE,phmkmvhsspanavoor@gmail.com,04722865126
13062,HSE,akgsghss@gmail.com,04972827725
41060,HSE,ghssperinad@gmail.com,04742550334
44072,HSE,arayoorgovtlvhss@gmail.com,04712234430
41007,HSE,nedungolamghss@gmail.com,0474-2518922
18072,HSE,ghss11023@gmail.com,04832712681
41084,HSE,ghsskottankulangara@gmail.com,04762680614
18021,HSE,gbhssmanjeri11010@gmail.com,04832769430
17033,HSE,govt.ghssforgirlsparayanchery@gmail.com,04952740590
44059,HSE,ghssblpm@gmail.com,04712409486
22048,HSE,staugustinehsskuttanellur@gmail.com,04872351869
28008,HSE,tthss7054@gmail.com,04852830239
22066,HSE,deepthihssthalore@gmail.com,04872350406
17035,HSE,ghssbeypore32@gmail.com,04952416010
18025,HSE,hmyhss405@gmail.com,04832767405
13079,HSE,13035ghssmunderi@gmail.com,04972858890
43080,HSE,gmbhsschalai01041@gmail.com,04712575722
13055,HSE,kmhsskambil@gmail.com,04602240040
28018,HSE,ghss7159@gmail.com,04852243576
40052,HSE,snthsspunaloor@gmail.com,04752230123
35063,HSE,04103principal@gmail.com,04792412521
39021,HSE,ghssmuttara@gmail.com,04742497059
18117,HSE,rahmathhsspullur@yahoo.co.in,04832765285
39044,HSE,mamhsschengamanadu@gmail.com,04742404325
15052,HSE,stjosephschool82@gmail.com,04936220483
47094,HSE,narikunighss@gmail.com,04952247393
26041,HSE,rpmhsskumbalam@gmail.com,04842701968
33041,HSE,hmgirideepam@gmail.com,7356550952
43054,HSE,hssvettucaud@gmail.com,0471-2500934
47088,HSE,principal10094@gmail.com,0495-2235252
30042,HSE,sshssndkm1978@gmail.com,04868232295
15027,HSE,gvhss12057@gmail.com,04936205082
45006,HSE,05049vaikom@gmail.com,04829217074
40027,HSE,ghsseroor@gmail.com,04752270500
28016,HSE,28016pvm@gmail.com,0485-2242203
26087,HSE,ghss7146@gmail.com,04842215846
40005,HSE,ststephenshsspathanapuram@gmail.com,04752352810
35034,HSE,35034alappuzha@gmail.com,04792485488
24054,HSE,principalghssmullassery@gmail.com,04872262922
21079,HSE,09075karimba@gmail.com,04924247488
42051,HSE,ghssvjd1024@gmail.com,04722875320
39032,HSE,ohmdevidurga2014@gmail.com,04752328080
36019,HSE,ghsskum@gmail.com,04792356582
27019,HSE,ghss7001akanad@gmail.com,04842645002
41107,HSE,vivekanandahss1@gmail.com,04762690201
40046,HSE,thadicaduhss@yahoo.com,04752207070
18803,HSE,karunnyabhavan@gmail.com,9446898125
15066,HSE,smchss4sby@yahoo.com,04936224253
19052,HSE,darul_hidaya@yahoo.com,04942680267
20014,HSE,principalptm@gmail.com,04662315666
44066,HSE,chemboorlmshss@gmail.com,04712255544
13048,HSE,ghssk2245400@gmail.com,04602245400
24084,HSE,assisi235@yahoo.com,04885243148
47023,HSE,ghssprincipal@gmail.com,04962640120
13073,HSE,irohss13073@gmail.com,04602259721
12059,HSE,ghssudinur98@gmail.com,04672301300
15006,HSE,principalghssmtdy@gmail.com,04935245500
21003,HSE,cahssayakkad9123@gmail.com,04922254155
18102,HSE,majlishss@majliscomplex.org,9539872872
18123,HSE,ptmhsschoolvellila@gmail.com,04933236567
37062,HSE,dbhss03035pmla@gmail.com,04792316300
39040,HSE,mthsvalakom@gmail.com,04742470065
40001,HSE,hssanchalwest@gmail.com,04752270470
43067,HSE,bnvhsstvlm@gmail.com,04712384968
35006,HSE,stj.stella@gmail.com,04772241107
12029,HSE,14096varakkadhss@gmail.com,04672245070
33058,HSE,ollhssuzhavoor@gmail.com,04822241046
31049,HSE,holycrossthellakom@yahoo.co.in,0481-2790003
34041,HSE,scshss4126@gmail.com,04782562608
33053,HSE,anilkumarakom@gmail.com,04812526123
15053,HSE,dhsesarvajana@gmail.com,04936-224109
18058,HSE,m11003gmhsspmna@yahoo.in,04933228010
22009,HSE,snghsskanimangalam1@gmail.com,04872449220
21062,HSE,highersecondarymathur@yahoo.com,04922214032
21005,HSE,sarvajanahss@gmail.com,04922-266323
24060,HSE,chsscpni@gmail.com,04802870630
19034,HSE,principalghsskadanchery@gmail.com,04942687603
15081,HSE,ghsskottathara@gmail.com,04936284390
12066,HSE,14105perumbatta@gmail.com,04672253954
11033,HSE,14051ghss@gmail.com,04998247522
14031,HSE,princinam@gmail.com,0490-2397388
22022,HSE,stthomashsthiroor@gmail.com,04872200730
28024,HSE,mtmhsspkda@gmail.com,04852273949
38004,HSE,stmarysadoor@gmail.com,04734-223660
13093,HSE,principalghssvayakkara@gmail.com,04985241507
44020,HSE,www.poovachalhss@gmail.com,04722895961
50004,HSE,manakalacsihssph@gmail.com,04734-230461
42016,HSE,muslimhssedava@gmail.com,04702664025
21093,HSE,principal.kalladi@gmail.com,04924226688
41047,HSE,stantonyskanjiracode@yahoo.com,04742524330
41046,HSE,41046kollam@gmail.com,04742585062
18089,HSE,principalghssarimbra@gmail.com,04832771360
16011,HSE,gvhssmadappally@gmail.com,04962521240
21033,HSE,mhsspdgm15@gmail.com,04923252550
39048,HSE,svmmhss02079@gmail.com,04742417070
34009,HSE,hsskandamangalam@gmail.com,04782821258
21025,HSE,smhssayalur@gmail.com,04923244353
25077,HSE,principal@rmhss.org,04842734909
33059,HSE,stmaryshss@yahoo.co.in,04812370812
28013,HSE,bappuji28013@yahoo.com,04852252103
15064,HSE,gthssedathana@gmail.com,04935266878
28044,HSE,stsebastianshssanicadu@gmail.com,04852832775
20016,HSE,ghssptb@gmail.com,04662214008
43012,HSE,stmichaelshskdm@gmail.com,04712428668
21103,HSE,gthssslr@gmail.com,04924-211320
13122,HSE,donboscohss13301@gmail.com,04602223230
37051,HSE,nsshsvaipur@gmail.com,04692687746
17091,HSE,himayathulislamhss@gmail.com,04952766404
12025,HSE,rhssn14097@gmail.com,04672283001
29504,HSE,thssthodupuzha@ihrd.ac.in,04862255755
28033,HSE,gmhss.palakuzha2008@gmail.com,04852275438
41052,HSE,pallimonghss@gmail.com,04742561422
21044,HSE,csgskhs@yahoo.com,04923282277
41057,HSE,ghsswestkollam@gmail.com,04742798000
19090,HSE,mahsskodinhi@yahoo.com,04942119323
13026,HSE,13130ghsskoyyam@gmail.com,04602261300
39038,HSE,govthsspattazhy2028@gmail.com,04752397599
33069,HSE,govtmdm@gmail.com,04812555825
18125,HSE,akmhsskottoor1979@gmail.com,04832744381
18006,HSE,ghssthadathil@gmail.com,04832833225
18017,HSE,apprincipal@gmail.com,04832730734
39052,HSE,ghssvakkanadu@gmail.com,04742497034
30022,HSE,govthsskumily@gmail.com,04869224645
50007,HSE,highersecondaryneerpara@gmail.com,8594015624
19020,HSE,girlshighersecondarytirur@gmail.com,04942430240
48035,HSE,manavedan11030@gmail.com,04931224535
15022,HSE,skmjhss12020@gmail.com,04936206010
15018,HSE,ghsskakkavayal@gmail.com,04936246440
21035,HSE,gmhsstvlr@gmail.com,04912574115
42001,HSE,snvhss1071anad@gmail.com,04722813280
33060,HSE,ghssareepparambu@gmail.com,0481-2701888
13009,HSE,ghsscityknr@gmail.com,04972731135
12015,HSE,14032chithari@gmail.com,04672267484
14043,HSE,pgmhsst@gmail.com,04902304640
35018,HSE,govtmhss@gmail.com,04772278181
11007,HSE,14113sathss@gmail.com,04998275037
18068,HSE,iohssedvna@gmail.com,04832701008
23078,HSE,govthss8165@gmail.com,04802800877
33078,HSE,jmhssvakathanam@yahoo.co.in,04812465556
11054,HSE,ghsskky14004@gmail.com,04994211888
43006,HSE,mghsskpm@gmail.com,0471-2750925
25021,HSE,cm.hs.school@gmail.com,0484-2621263
43010,HSE,pallithurahss1055@gmail.com,04712705343
19082,HSE,crhssvelimukku@gmail.com,04942478016
50023,HSE,csihssvalakom@gmail.com,0474-2470880
48119,HSE,maohselr@gmail.com,04832797200
44021,HSE,gvhsskulathoor@gmail.com,04712211145
24085,HSE,idcschool@yahoo.com,04872508895
42052,HSE,ghssvkm@gmail.com,04702655801
19024,HSE,kattilangadischool@gmail.com,04942440615
13104,HSE,governmenthssperingome@gmail.com,04985236882
16007,HSE,hitcchorod9@gmail.com,04962517240
17058,HSE,pvseranhikkal@gmail.com,0495-2462787
14020,HSE,ghssmambram13103@gmail.com,04902361390
24045,HSE,rahmath08109@gmail.com,04872680557
41002,HSE,chss02054@gmail.com,9946133146
42025,HSE,principalghsskmr@gmail.com,04702670067
19119,HSE,ghsspnm@gmail.com,04942588686
41036,HSE,gghssthazhava@gmail.com,0476-2665920
45027,HSE,smvnss@gmail.com,04829269239
36037,HSE,cbmhssnrnd@gmail.com,04792387582
13033,HSE,ghssmadayi@gmail.com,04972877757
42053,HSE,sivagirihss01050@gmail.com,04702612244
44025,HSE,hsspeyad1087@gmail.com,04712289158
41100,HSE,ghss2108@gmail.com,04762698956
41097,HSE,msmhsschathinamkulam@gmail.com,04742711000
34034,HSE,snhss4046@gmail.com,0478-2522200
32003,HSE,principalmghss@gmail.com,08422277736
23044,HSE,lfchsskoratty@gmail.com,04802731980
48099,HSE,narokkavuhss@gmail.com,04931287015
